account_value,date,daily_return
1000000.0,2024-04-01,
999597.8685680389,2024-04-02,-0.0004021314319611058
999995.6372610242,2024-04-03,0.00039792871262833707
995323.0517007138,2024-04-04,-0.004672605945670427
998201.8999713778,2024-04-05,0.0028923757625676227
996072.4303669961,2024-04-08,-0.0021333055010642754
996081.6662875856,2024-04-09,9.272338344024078e-06
993907.4976394036,2024-04-10,-0.0021827212785525685
992537.3653909295,2024-04-11,-0.001378530951550494
983896.8979376366,2024-04-12,-0.008705432918275746
974098.0246076424,2024-04-15,-0.009959248118917463
971957.8433595651,2024-04-16,-0.0021970902250205704
969903.2421417554,2024-04-17,-0.002113878942226588
969572.2804702924,2024-04-18,-0.0003412316374282742
969985.3054482281,2024-04-19,0.00042598678433281023
979527.9248093999,2024-04-22,0.009837900953316048
986678.3806589482,2024-04-23,0.0072998999502129625
986388.531962642,2024-04-24,-0.0002937620829521759
964694.3965300592,2024-04-25,-0.02199349924458005
964502.1787790788,2024-04-26,-0.0001992524800307205
970470.679009948,2024-04-29,0.00618816666482247
954180.4305892423,2024-04-30,-0.01678592539995616
953213.8322814668,2024-05-01,-0.0010130141813728955
956252.3101860384,2024-05-02,0.0031876141550517545
954316.7456628507,2024-05-03,-0.0020241148727903058
957417.2910496591,2024-05-06,0.0032489688574570685
958951.1726080774,2024-05-07,0.0016021034639310816
960480.4328455117,2024-05-08,0.001594721692946166
964488.1973040479,2024-05-09,0.004172666429718808
978477.7558535036,2024-05-10,0.014504644627647556
975313.9034460252,2024-05-13,-0.003233443365014077
975099.4026722234,2024-05-14,-0.00021992998668829422
988283.7402498315,2024-05-15,0.013521019027882497
982135.5703089669,2024-05-16,-0.006221057466057611
985020.6659515299,2024-05-17,0.002937573721777831
982347.0252708239,2024-05-20,-0.0027142990732313965
973900.6475883401,2024-05-21,-0.008598160797764098
971146.9643903592,2024-05-22,-0.0028274785572838246
950939.9560880979,2024-05-23,-0.02080736391422111
946780.4745059465,2024-05-24,-0.004374073836651449
933843.076764045,2024-05-28,-0.01366462246557476
920997.1305762952,2024-05-29,-0.01375600088214357
902697.6243892635,2024-05-30,-0.01986923257359252
922939.7899796031,2024-05-31,0.02242408204412283
924587.398217253,2024-06-03,0.0017851741311167846
926621.8082243599,2024-06-04,0.0022003436462896264
924210.7360885185,2024-06-05,-0.0026020023643319456
927715.1373873084,2024-06-06,0.0037917773100335506
920507.3543583063,2024-06-07,-0.007769392498327865
917765.4339427255,2024-06-10,-0.002978705604684828
916859.56428245,2024-06-11,-0.0009870383289376505
914543.7691032661,2024-06-12,-0.0025257905020561466
908358.659818022,2024-06-13,-0.006763054425824477
906173.2939473861,2024-06-14,-0.0024058402999909134
905331.8367930359,2024-06-17,-0.0009285830425268538
904080.3075693458,2024-06-18,-0.0013823983348728586
917747.735976992,2024-06-20,0.015117493759366996
928748.9879856056,2024-06-21,0.011987228709316566
931620.6334165967,2024-06-24,0.003091949997404031
924590.1189012959,2024-06-25,-0.007546542297498515
924563.7759662507,2024-06-26,-2.8491473688441182e-05
928251.9864077981,2024-06-27,0.003989135782107578
924384.9930487759,2024-06-28,-0.004165887512923017
914535.6295117715,2024-07-01,-0.01065504482555435
910303.6906069405,2024-07-02,-0.004627418296529573
916801.7451410516,2024-07-03,0.007138337020009766
919055.3924777826,2024-07-05,0.0024581621366615014
910555.0904048398,2024-07-08,-0.009248955114692037
902764.6623871091,2024-07-09,-0.008555691028279244
914381.1704733614,2024-07-10,0.012867703589034551
924361.5117722924,2024-07-11,0.010914858727640198
926669.4950711321,2024-07-12,0.002496840542846268
928667.3995309976,2024-07-15,0.0021560054264138095
948456.6994375623,2024-07-16,0.02130935135287282
952618.3476634764,2024-07-17,0.004387810459224983
945651.3504341253,2024-07-18,-0.007313524084896383
936921.1427582811,2024-07-19,-0.009231951788401083
