account_rewards,date
2185.5289916992188,2017-09-14
-136.55418014526367,2017-09-15
-1579.8567390441895,2017-09-18
-2671.0949630737305,2017-09-19
-5501.943675994873,2017-09-20
-479.252685546875,2017-09-21
343.01952362060547,2017-09-22
760.3415260314941,2017-09-25
-4753.756984710693,2017-09-26
963.9283561706543,2017-09-27
-141.94379425048828,2017-09-28
7172.756446838379,2017-09-29
4675.771041870117,2017-10-02
1898.7168235778809,2017-10-03
1118.4171981811523,2017-10-04
-4360.117359161377,2017-10-05
-3769.568145751953,2017-10-06
-570.3753280639648,2017-10-09
-1467.6014099121094,2017-10-10
54.525169372558594,2017-10-11
1112.955249786377,2017-10-12
4032.9666900634766,2017-10-13
4657.666187286377,2017-10-16
12288.908374786377,2017-10-17
2157.282730102539,2017-10-18
1389.2595748901367,2017-10-19
-3365.4904708862305,2017-10-20
9167.742050170898,2017-10-23
2286.373016357422,2017-10-24
-4737.770397186279,2017-10-25
-4536.175579071045,2017-10-26
-1718.8711318969727,2017-10-27
178.0460319519043,2017-10-30
4294.808788299561,2017-10-31
2338.4778747558594,2017-11-01
-1242.0757331848145,2017-11-02
-2962.2776641845703,2017-11-03
6091.290283203125,2017-11-06
981.773738861084,2017-11-07
2234.97359085083,2017-11-08
2827.239444732666,2017-11-09
-1117.8344917297363,2017-11-10
1481.033405303955,2017-11-13
-8279.719055175781,2017-11-14
4951.166404724121,2017-11-15
-4905.16609954834,2017-11-16
2201.3234519958496,2017-11-17
9446.405082702637,2017-11-20
-3917.1377716064453,2017-11-21
641.9955978393555,2017-11-22
3033.0347023010254,2017-11-24
14130.648265838623,2017-11-27
6503.640682220459,2017-11-28
16605.362007141113,2017-11-29
-4069.119846343994,2017-11-30
-2848.4001388549805,2017-12-01
-5957.989532470703,2017-12-04
554.9436874389648,2017-12-05
-2847.863739013672,2017-12-06
6311.000556945801,2017-12-07
1095.1979331970215,2017-12-08
-128.53861618041992,2017-12-11
2296.2067337036133,2017-12-12
-5739.982215881348,2017-12-13
7215.475631713867,2017-12-14
2515.7597579956055,2017-12-15
-2127.9415283203125,2017-12-18
-1316.6611404418945,2017-12-19
-1181.6638488769531,2017-12-20
-259.1286735534668,2017-12-21
3390.97607421875,2017-12-22
738.849983215332,2017-12-26
3316.5211219787598,2017-12-27
-3846.8928146362305,2017-12-28
831.6941757202148,2017-12-29
7601.581855773926,2018-01-02
1885.3197975158691,2018-01-03
9458.081092834473,2018-01-04
-895.6733856201172,2018-01-05
1140.388584136963,2018-01-08
-1433.6564865112305,2018-01-09
6888.673698425293,2018-01-10
7561.341365814209,2018-01-11
4791.989242553711,2018-01-12
15933.351570129395,2018-01-16
1868.3218040466309,2018-01-17
-171.60472869873047,2018-01-18
6677.278747558594,2018-01-19
4315.9368896484375,2018-01-22
1172.5663528442383,2018-01-23
7568.477996826172,2018-01-24
12784.225868225098,2018-01-25
-7462.086696624756,2018-01-26
-23581.776947021484,2018-01-29
-1599.3893699645996,2018-01-30
-2169.1215782165527,2018-01-31
-25830.48241043091,2018-02-01
-53930.80460357666,2018-02-02
18015.78226852417,2018-02-05
-2741.7047424316406,2018-02-06
-44893.59149932861,2018-02-07
12545.353954315186,2018-02-08
15066.870891571045,2018-02-09
2584.7250900268555,2018-02-12
9528.786979675293,2018-02-13
10736.360485076904,2018-02-14
6284.033473968506,2018-02-15
-9909.889823913574,2018-02-16
-12358.852729797363,2018-02-20
5109.681629180908,2018-02-21
13359.544708251953,2018-02-22
20357.161697387695,2018-02-23
-14581.350215911865,2018-02-26
-19331.104400634766,2018-02-27
-7128.804050445557,2018-02-28
1172.08304977417,2018-03-01
12047.53256225586,2018-03-02
-1147.0644226074219,2018-03-05
-89.98276138305664,2018-03-06
841.213981628418,2018-03-07
18538.783977508545,2018-03-08
-5475.828716278076,2018-03-09
-3349.4027061462402,2018-03-12
-11258.38903427124,2018-03-13
5133.72380065918,2018-03-14
3533.3651847839355,2018-03-15
-15786.747470855713,2018-03-16
3369.7998085021973,2018-03-19
-3445.2697677612305,2018-03-20
-30250.559379577637,2018-03-21
-21333.382320404053,2018-03-22
26080.82720565796,2018-03-23
-11277.41860961914,2018-03-26
6441.391902923584,2018-03-27
2585.6196670532227,2018-03-28
-21986.745456695557,2018-03-29
15758.681991577148,2018-04-02
14732.00463104248,2018-04-03
3474.2087440490723,2018-04-04
-22645.86603164673,2018-04-05
1481.0702896118164,2018-04-06
15343.699920654297,2018-04-09
-8026.895404815674,2018-04-10
6630.555084228516,2018-04-11
-2199.334342956543,2018-04-12
14176.672077178955,2018-04-13
12071.130634307861,2018-04-16
-10644.541313171387,2018-04-17
-8984.967945098877,2018-04-18
-8403.687015533447,2018-04-19
-778.6883277893066,2018-04-20
-24376.71160507202,2018-04-23
-821.7086944580078,2018-04-24
9446.093475341797,2018-04-25
2069.0175437927246,2018-04-26
-8959.098041534424,2018-04-27
-1557.9110412597656,2018-04-30
-13650.422992706299,2018-05-01
-343.4668197631836,2018-05-02
14998.911125183105,2018-05-03
-3962.946865081787,2018-05-04
13.629741668701172,2018-05-07
6327.691871643066,2018-05-08
10787.299606323242,2018-05-09
5955.087066650391,2018-05-10
3421.7885932922363,2018-05-11
-7916.641700744629,2018-05-14
3496.934928894043,2018-05-15
4376.432933807373,2018-05-16
-6083.780822753906,2018-05-17
10672.369323730469,2018-05-18
-5608.3249588012695,2018-05-21
-948.344856262207,2018-05-22
-4004.873977661133,2018-05-23
-507.9686698913574,2018-05-24
-14875.579475402832,2018-05-25
14311.35171508789,2018-05-29
-12481.608840942383,2018-05-30
6131.777828216553,2018-05-31
7356.9807205200195,2018-06-01
-542.1491737365723,2018-06-04
10495.393711090088,2018-06-05
7368.427646636963,2018-06-06
8744.872604370117,2018-06-07
1568.756908416748,2018-06-08
-1694.9312858581543,2018-06-11
-1891.216854095459,2018-06-12
-144.67646408081055,2018-06-13
6080.811630249023,2018-06-14
-8328.16259765625,2018-06-15
-5628.399879455566,2018-06-18
-1753.1192588806152,2018-06-19
-8018.4882164001465,2018-06-20
7898.065612792969,2018-06-21
-11963.988494873047,2018-06-22
832.0354919433594,2018-06-25
-7175.6848068237305,2018-06-26
-5035.8136558532715,2018-06-27
1300.0531730651855,2018-06-28
1195.4227485656738,2018-06-29
-1905.8835792541504,2018-07-02
11888.494277954102,2018-07-03
4326.117713928223,2018-07-05
9665.356071472168,2018-07-06
8255.75724029541,2018-07-09
-6180.0637855529785,2018-07-10
6934.174335479736,2018-07-11
6605.138332366943,2018-07-12
-714.6996917724609,2018-07-13
-2097.6872787475586,2018-07-16
7174.455570220947,2018-07-17
-7197.474903106689,2018-07-18
-1046.649990081787,2018-07-19
-6103.55632019043,2018-07-20
6199.919013977051,2018-07-23
12474.591846466064,2018-07-24
11458.437965393066,2018-07-25
805.4900436401367,2018-07-26
-6056.999622344971,2018-07-27
3878.0302696228027,2018-07-30
-9041.603378295898,2018-07-31
2375.6686477661133,2018-08-01
10292.674087524414,2018-08-02
-579.0370674133301,2018-08-03
4061.485595703125,2018-08-06
-4073.7460861206055,2018-08-07
-4220.633159637451,2018-08-08
-4392.56075668335,2018-08-09
-4107.152973175049,2018-08-10
5854.4716720581055,2018-08-13
-391.73567962646484,2018-08-14
11928.423889160156,2018-08-15
3679.4624977111816,2018-08-16
832.4845161437988,2018-08-17
759.8456764221191,2018-08-20
-5885.841724395752,2018-08-21
202.20516967773438,2018-08-22
8888.65251159668,2018-08-23
9660.004837036133,2018-08-24
1900.6322479248047,2018-08-27
3623.7130126953125,2018-08-28
-5243.581069946289,2018-08-29
710.7895698547363,2018-08-30
-3365.9270973205566,2018-08-31
826.9587364196777,2018-09-04
875.630542755127,2018-09-05
-6632.80082321167,2018-09-06
-5813.676445007324,2018-09-07
1237.1153144836426,2018-09-10
1082.0114402770996,2018-09-11
11012.640609741211,2018-09-12
127.5750732421875,2018-09-13
254.3078269958496,2018-09-14
5836.172317504883,2018-09-17
5977.027492523193,2018-09-18
13924.95026397705,2018-09-19
4279.728839874268,2018-09-20
-9114.056674957275,2018-09-21
-9459.809982299805,2018-09-24
638.4688415527344,2018-09-25
1382.798828125,2018-09-26
1672.447868347168,2018-09-27
5976.4671630859375,2018-09-28
8224.032539367676,2018-10-01
-2585.5676879882812,2018-10-02
-9529.719051361084,2018-10-03
-4923.532447814941,2018-10-04
2053.2396125793457,2018-10-05
-3651.727981567383,2018-10-08
-34335.46994018555,2018-10-09
-29004.80590057373,2018-10-10
14278.188709259033,2018-10-11
2016.253074645996,2018-10-12
26179.21449279785,2018-10-15
-5915.180980682373,2018-10-16
-12882.350639343262,2018-10-17
16030.965538024902,2018-10-18
-3509.2917098999023,2018-10-19
-9528.118225097656,2018-10-22
-27760.04195022583,2018-10-23
13769.92525100708,2018-10-24
-10024.829467773438,2018-10-25
-6191.852397918701,2018-10-26
11208.757987976074,2018-10-29
7493.565536499023,2018-10-30
7884.304615020752,2018-10-31
-362.15532302856445,2018-11-01
12193.42043685913,2018-11-02
11561.130115509033,2018-11-05
23547.641372680664,2018-11-06
5994.3092613220215,2018-11-07
-1403.676498413086,2018-11-08
-19809.036415100098,2018-11-09
-522.7474060058594,2018-11-12
-8866.030197143555,2018-11-13
16652.816848754883,2018-11-14
11960.803981781006,2018-11-15
-12974.94080734253,2018-11-16
-23124.13595199585,2018-11-19
-58.47746658325195,2018-11-20
-5891.489490509033,2018-11-21
18713.25351333618,2018-11-23
8509.634490966797,2018-11-26
23926.9939994812,2018-11-27
-1721.2868118286133,2018-11-28
10579.795322418213,2018-11-29
8074.424430847168,2018-11-30
-32300.09100341797,2018-12-03
2245.525177001953,2018-12-04
-24036.04295349121,2018-12-06
556.4267921447754,2018-12-07
-1040.0835494995117,2018-12-10
8518.025791168213,2018-12-11
7548.962779998779,2018-12-12
-21729.223712921143,2018-12-13
-28370.36169052124,2018-12-14
-4424.427158355713,2018-12-17
-14058.585456848145,2018-12-18
-24696.766998291016,2018-12-19
-18782.653091430664,2018-12-20
-31563.09246444702,2018-12-21
46229.96369934082,2018-12-24
17964.20192718506,2018-12-26
-5668.280975341797,2018-12-27
9195.737361907959,2018-12-28
-5094.360057830811,2018-12-31
-25205.37324142456,2019-01-02
31960.027919769287,2019-01-03
3312.570457458496,2019-01-04
7228.529552459717,2019-01-07
3513.7011680603027,2019-01-08
6174.961498260498,2019-01-09
-544.3795204162598,2019-01-10
-4835.3294105529785,2019-01-11
9149.351360321045,2019-01-14
2538.417999267578,2019-01-15
2588.085563659668,2019-01-16
15532.607360839844,2019-01-17
-11541.226028442383,2019-01-18
17809.74112701416,2019-01-22
990.8623657226562,2019-01-23
6900.960697174072,2019-01-24
-7204.318859100342,2019-01-25
2725.0419692993164,2019-01-28
10944.814197540283,2019-01-29
4346.748424530029,2019-01-30
7408.721733093262,2019-01-31
3790.3126182556152,2019-02-01
-269.6128044128418,2019-02-04
2989.23392868042,2019-02-05
-6640.89054107666,2019-02-06
-6075.797374725342,2019-02-07
-1264.67236328125,2019-02-08
19755.58229827881,2019-02-11
8990.587646484375,2019-02-12
-6051.127780914307,2019-02-13
16380.508609771729,2019-02-14
4420.429039001465,2019-02-15
-4768.523368835449,2019-02-19
-5061.464874267578,2019-02-20
7871.354927062988,2019-02-21
1261.2743301391602,2019-02-22
776.4645919799805,2019-02-25
-12438.95612335205,2019-02-26
-7886.296127319336,2019-02-27
-216.03810119628906,2019-02-28
-12514.876190185547,2019-03-01
-83.28437805175781,2019-03-04
-8034.586532592773,2019-03-05
-11121.480827331543,2019-03-06
2348.7411041259766,2019-03-07
21713.296562194824,2019-03-08
4732.497871398926,2019-03-11
10496.762062072754,2019-03-12
3629.9072189331055,2019-03-13
6639.632255554199,2019-03-14
2513.9397354125977,2019-03-15
-14.283805847167969,2019-03-18
-10979.412330627441,2019-03-19
12755.27970123291,2019-03-20
-17201.083183288574,2019-03-21
-2502.4788131713867,2019-03-22
8697.397819519043,2019-03-25
-1896.2102355957031,2019-03-26
5433.551300048828,2019-03-27
7817.9843826293945,2019-03-28
7794.1813888549805,2019-03-29
-13904.147155761719,2019-04-01
1554.5329818725586,2019-04-02
944.6637649536133,2019-04-03
3842.5100021362305,2019-04-04
2547.0775146484375,2019-04-05
-6797.491035461426,2019-04-08
416.9794387817383,2019-04-09
-6194.893455505371,2019-04-10
385.7052917480469,2019-04-11
5776.5522537231445,2019-04-12
-254.24985885620117,2019-04-15
-9030.140655517578,2019-04-16
8732.397216796875,2019-04-17
-381.67273330688477,2019-04-18
865.910083770752,2019-04-22
144.43849182128906,2019-04-23
-31406.872119903564,2019-04-24
14987.601089477539,2019-04-25
233.90526962280273,2019-04-26
4688.930362701416,2019-04-29
-10977.167449951172,2019-04-30
-3820.7798461914062,2019-05-01
4463.048316955566,2019-05-02
3860.0834350585938,2019-05-03
-16050.620300292969,2019-05-06
2431.028968811035,2019-05-07
-5457.590038299561,2019-05-08
9973.162464141846,2019-05-09
-13066.63480758667,2019-05-10
7059.587726593018,2019-05-13
6319.022174835205,2019-05-14
5514.553234100342,2019-05-15
-2877.9742584228516,2019-05-16
792.7598114013672,2019-05-17
3457.0174560546875,2019-05-20
3474.5452194213867,2019-05-21
-15364.120704650879,2019-05-22
3868.393867492676,2019-05-23
-14129.7017288208,2019-05-24
-7501.629981994629,2019-05-28
1561.7963027954102,2019-05-29
-13514.658279418945,2019-05-30
674.3736190795898,2019-05-31
21049.112190246582,2019-06-03
9592.18482208252,2019-06-04
4998.337707519531,2019-06-05
16078.222702026367,2019-06-06
4870.674377441406,2019-06-07
456.4021911621094,2019-06-10
-667.0596008300781,2019-06-11
4086.052864074707,2019-06-12
-428.8093719482422,2019-06-13
88.46485137939453,2019-06-14
3890.0479049682617,2019-06-17
7839.151802062988,2019-06-18
10550.991226196289,2019-06-19
-286.5412826538086,2019-06-20
744.1081237792969,2019-06-21
-4975.280380249023,2019-06-24
-13438.828025817871,2019-06-25
4938.539108276367,2019-06-26
3263.7128829956055,2019-06-27
7146.61092376709,2019-06-28
5467.881790161133,2019-07-01
12477.395942687988,2019-07-02
-4164.98811340332,2019-07-03
-1913.955665588379,2019-07-05
-6978.8112869262695,2019-07-08
6954.82608795166,2019-07-09
15025.591300964355,2019-07-10
11767.04044342041,2019-07-11
